1	9.57
2	9.57
3	9.546
4	9.521
5	9.497
6	9.473
7	9.448
8	9.448
9	9.448
10	9.448
11	9.448
12	9.448
13	9.497
14	9.546
15	9.546
16	9.546
17	9.546
18	9.57
19	9.57
20	9.57
21	9.57
22	9.546
23	9.546
24	9.521
25	9.497
26	9.473
27	9.448
28	9.448
29	9.448
30	9.448
31	9.448
32	9.448
33	9.497
34	9.521
35	9.546
36	9.546
37	9.57
38	9.57
39	9.57
40	9.57
41	9.57
42	9.546
43	9.546
44	9.521
45	9.497
46	9.473
47	9.448
48	9.448
49	9.448
50	9.448
51	9.448
52	9.448
53	9.497
54	9.521
55	9.546
56	9.546
57	9.546
58	9.57
59	9.57
60	9.57
61	9.57
62	9.57
63	9.546
64	9.521
65	9.497
66	9.473
67	9.448
68	9.448
69	9.448
70	9.448
71	9.448
72	9.448
73	9.497
74	9.521
75	9.546
76	9.546
77	9.546
78	9.57
79	9.57
80	9.57
81	9.57
82	9.546
83	9.546
84	9.521
85	9.497
86	9.473
87	9.448
88	9.448
89	9.448
90	9.448
91	9.448
92	9.473
93	9.497
94	9.521
95	9.546
96	9.546
97	9.57
98	9.57
99	9.57
100	9.57
101	9.57
102	9.57
103	9.546
104	9.521
105	9.497
106	9.473
107	9.448
108	9.448
109	9.448
110	9.448
111	9.448
112	9.448
113	9.497
114	9.521
115	9.546
116	9.546
117	9.57
118	9.57
119	9.57
120	9.57
121	9.57
122	9.546
123	9.546
124	9.521
125	9.497
126	9.473
127	9.448
128	9.448
129	9.448
130	9.448
131	9.448
132	9.448
133	9.473
134	9.521
135	9.546
136	9.546
137	9.546
138	9.57
139	9.57
140	9.57
141	9.57
142	9.57
143	9.546
144	9.521
145	9.497
146	9.473
147	9.448
148	9.448
149	9.448
150	9.448
151	9.448
152	9.448
153	9.497
154	9.521
155	9.546
156	9.546
157	9.546
158	9.57
159	9.57
160	9.57
161	9.57
162	9.546
163	9.546
164	9.521
165	9.497
166	9.473
167	9.448
168	9.448
169	9.448
170	9.448
171	9.448
172	9.448
173	9.473
174	9.521
175	9.546
176	9.546
177	9.57
178	9.57
179	9.57
180	9.57
181	9.57
182	9.57
183	9.546
184	9.521
185	9.497
186	9.473
187	9.448
188	9.448
189	9.448
190	9.448
191	9.448
192	9.448
193	9.497
194	9.521
195	9.546
196	9.546
197	9.57
198	9.57
199	9.57
200	9.57
201	9.57
202	9.546
203	9.546
204	9.521
205	9.497
206	9.473
207	9.448
208	9.448
209	9.448
210	9.448
211	9.448
212	9.448
213	9.497
214	9.521
215	9.546
216	9.546
217	9.57
218	9.57
219	9.57
220	9.57
221	9.57
222	9.546
223	9.546
224	9.521
225	9.497
226	9.473
227	9.448
228	9.448
229	9.448
230	9.448
231	9.448
232	9.448
233	9.473
234	9.521
235	9.546
236	9.546
237	9.546
238	9.57
239	9.57
240	9.57
241	9.57
242	9.546
243	9.546
244	9.521
245	9.497
246	9.473
247	9.448
248	9.448
249	9.448
250	9.448
251	9.448
252	9.448
253	9.497
254	9.521
255	9.546
256	9.546
257	9.546
258	9.57
259	9.57
260	9.57
261	9.57
262	9.546
263	9.546
264	9.521
265	9.497
266	9.473
267	9.448
268	9.448
269	9.448
270	9.448
271	9.448
272	9.448
273	9.473
274	9.521
275	9.546
276	9.546
277	9.546
278	9.57
279	9.57
280	9.57
281	9.57
282	9.546
283	9.546
284	9.521
285	9.497
286	9.473
287	9.448
288	9.448
289	9.448
